"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Note","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Description"
"1018042","9781501120589","My Books","",0,,,0,0,,,"Grace & Style: The Art of Pretending You Have It","The Art of Pretending You Have It","en","Literature: History & Criticism,Literary Studies: General,Humour","Grace Helbig","","","","","","Gallery Books",240,"2016-02-02","paperback",,,,,,,"Amazon",,,"From the #1 New York Times bestselling author of Grace’s Guide and the host of The Grace Helbig Show on E! comes a beautifully illustrated, tongue-in-cheek book about style that lampoons fashion and beauty guides while offering practical advice in Grace Helbig’s trademark sweet and irreverent voice."
"2181066","9780749706487","My Books","",0,,,0,0,,,"Babar on Bird Island",,,"Picture Books,General","Jean de Brunhoff","","","","","","Egmont UK Ltd",32,"1998-10-01","paperback",,,,,,,,,,
"2180236","9781977089120","My Books","",0,,,0,0,,,"The Epistle of Paul to the Romans",,"English","","C. H. Dodd","","","James Moffatt","","","Independently Published",384,"2018-04-08",,,,,,,,,,,"An exposition of Romans by a leading New Testament scholar. This volume by one of the 20th Century's most respected New Testament scholars explores the book of Romans verse-by-verse, explaining Paul's vision of the gospels in both theological and practical terms. With close attention to the historical context of the book, Dodd illuminates Paul's magnum opus message by interpreting the text as a document ""written for believers"" who seek to understand who Christ is and why he came.Accessible to all readers, Dodd explains Greek terms that can be easily understood and address difficulties in the book in a straightforward manner. Dodd usually widely accepted historical-critical exegetical methods--a method espoused by most mainstream biblical commentators--to bring this great book to life."
"1803598","9780195566963","My Books","",0,,,0,0,,,"Mental Health Nursing: Dimensions of Praxis","Dimensions of praxis","en","Psychiatry,Nursing,Psychiatric Nursing","Karen-Leigh Edward,Ian Munro,Alan Robins,Anthony Welch","","","","","","Oxford University Press, USA",624,"2011-11-10","paperback",,,,,,,,,,"Mental Health Nursing is written especially for the general nursing student, and provides a comprehensive coverage of all the relevant dimensions of practice for nursing in mental health. The text is rich in nursing practice examples, fictional cases from which nursing skills are observed, and is written to be engaging and accessible for undergraduate students. 
The book follows an evidence-based practice model and shows how to apply assessment processes to treatment practice, work with clients with a range of disorders, and apply nursing intervention strategies in order to achieve best practice outcomes."
"2819","9780099478393","My Books","",0,,,0,0,,,"The Quiet American",,"en","Literary,Classics,Military","Graham Greene","","","","","","Vintage Classics",192,"2004-11-02","paperback",,,,,,,,,,"Discover Graham Green’s prescient political masterpiece‘The novel that I love the most is The Quiet American’ Ian McEwan

Into the intrigue and violence of 1950s Indo-China comes CIA agent Alden Pyle, a young idealistic American sent to promote democracy through a mysterious 'Third Force'. As his naive optimism starts to cause bloodshed, his friend Fowler, a cynical foreign correspondent, finds it hard to stand aside and watch. 

But even as he intervenes he wonders why: for the greater good, or something altogether more complicated?

WITH AN INTRODUCTION BY ZADIE SMITH

**One of the BBC’s 100 Novels That Shaped Our World**"
"2180846","9781852249137","My Books","",0,,,0,0,,,"Haywire: New & Selected Poems","New & Selected Poems","en","Poetry By Individual Poets","Luljeta Lleshanaku","","","","","","Bloodaxe Books",160,"2011-09-01","paperback",,,,,,,,,,"Luljeta Lleshanaku belongs to the first 'post-totalitarian' generation of Albanian poets. In 'Haywire', she turns to the fallout of her country's past and its relation to herself and her family. She explores how these histories intertwine and influence her childhood memories and the retelling of her family's stories."
"1830202","9780310565888","My Books","",0,,,0,0,,,"The Leadership Secrets of Billy Graham",,"en","Religion","Harold Myra,Marshall Shelley","","","","","","Zondervan",352,"2010-06-16","ebook",,,,,,,,,,"A behind-the-scenes analysis of 21 essential leadership principles from the life of Billy Graham. Billy Graham looms large as one of the twentieth century's most influential and innovative leaders. Most people are unaware of his remarkable effectiveness"
"48816","9780552154017","My Books","",0,,,0,0,,,"The Da Vinci Code",,"en","Thrillers,Adventure","Dan Brown","","","","","","Corgi",605,"2006-01-01","paperback","Robert Langdon",2,,,,,,,,"Harvard professor Robert Langdon receives an urgent late-night phone call while on business in Paris: the elderly curator of the Louvre has been brutally murdered inside the museum.Alongside the body, police have found a series of baffling codes.As Langdon and a gifted French cryptologist, Sophie Neveu, begin to sort through the bizarre riddles, they are stunned to find a trail that leads to the works of Leonardo Da Vinci - and suggests the answer to a mystery that stretches deep into the vault of history.
Unless Langdon and Neveu can decipher the labyrinthine code and quickly assemble the pieces of the puzzle, a stunning historical truth will be lost forever...
--back cover"
"2180447","9780567050595","My Books","",0,,,0,0,,,"Church Dogmatics I.1: The Doctrine of the Word of God","The Word of God as the Criterion of Dogmatics; The Revelation of God","en","Christian Theology,Christian Instruction,Theology","Karl Barth","","Geoffrey William Bromiley","Thomas F. Torrance","","","T & T Clark International",528,"2004-01-01","paperback","Church Dogmatics",1,,,,,,,,"Described by Pope Pius XII as the most important theologian since Thomas Aquinas, the Swiss pastor and theologian Karl Barth (1886-1968) continues to be a major influence on students, scholars and preachers today.

Barth’s theology found its expression mainly through his closely reasoned fourteen-part magnum opus, Die Kirchliche Dogmatik. Having taken over 30 years to write, the Church Dogmatics is regarded as one of the most important theological works of all time, and represents the pinnacle of Barth’s achievement as a theologian.

T&T Clark International is now proud to be publishing the only complete English translation of the Church Dogmatics in paperback."
"1429750","9780851119748","My Books","",0,,,0,0,,,"For The Love Of God (Volume 2): A Daily Companion For Discovering The Riches Of God's Word",,"en","Biblical Studies & Exegesis","D. A. Carson","","","","","","Inter-Varsity Press",400,,"hardcover",,,,,,,,,,"In a world that views absolute truth, right and wrong, andsalvation as being subject to individual interpretation, theBible's unwavering proclamations and miraculous stories seemobsolete in modern times. But it is not God's Word that haschanged. Indeed, its relevancy and its power to transform lives areintact. What has changed is the number of people who consult it.Now more than ever the need to read the Bible, to understand thebig picture of its storyline, and to grasp the relevance this hasfor your life is critical.

As with its companion volume, For the Love of God-Volume2, this devotional contains a systematic 365-day plan, basedon the M'Cheyne Bible-reading schedule, that will in the course ofa year guide you through the New Testament and Psalms twice and therest of the Old Testament once.

In an effort to help preserve biblical thinking and living, D.A. Carson has also written thought-provoking comments andreflections regarding each day's scriptural passages. And, mostuniquely, he offers you perspective that places each reading intothe larger framework of history and God's eternal plan to deepenyour understanding of his sovereignty-and the unity and power ofhis Word."
"17815","9780141905914","My Books","",0,,,144,1,,,"Animal Farm",,"en","Fiction","George Orwell","","","","","","Penguin",144,"2003-06-05","ebook",,,,,,,,,,"Tired of their servitude to man, a group of farm animals revolt and establish their own society, only to be betrayed into worse servitude by their leaders, the pigs, whose slogan becomes: ""All animals are equal, but some animals are more equal than others."" This 1945 satire addresses the socialist/communist philosophy of Stalin in Russia."
"2180776",,"My Books","",0,,,0,0,,,"The Achievement Scheme","For No. 1 Section","English","The Boys' Brigade","The Boys' Brigade Australia","","","","","","The Boys' Brigade Australia",,"1972-12-01",,,,,,,,,,,
"59661","9780006479895","My Books","",0,,,0,0,,,"Clash of Kings, A",,"en","FICTION/Fantasy / Epic,FICTION/Fantasy / Dark Fantasy","George R.R. Martin","","","","","","HarperVoyager",928,"2003-01-06","paperback","A Song of Ice and Fire",2,,,,,,,,"Alternate cover edition can be found here. 

Time is out of joint. The summer of peace and plenty, ten years long, is drawing to a close, and the harsh, chill winter approaches like an angry beast. Two great leaders—Lord Eddard Stark and Robert Baratheon—who held sway over and age of enforced peace are dead...victims of royal treachery. Now, from the ancient citadel of Dragonstone to the forbidding shores of Winterfell, chaos reigns, as pretenders to the Iron Throne of the Seven Kingdoms prepare to stake their claims through tempest, turmoil, and war. 

As a prophecy of doom cuts across the sky—a comet the color of blood and flame—six factions struggle for control of a divided land. Eddard’s son Robb has declared himself King in the North. In the south, Joffrey, the heir apparent, rules in name only, victim of the scheming courtiers who teem over King’s Landing. Robert’s two brothers each seek their own dominion, while a disfavored house turns once more to conquest. And a continent away, an exiled queen, the Mother of Dragons, risks everything to lead her precious brood across a hard hot desert to win back the crown that is rightfully hers. 

A Clash of Kings transports us into a magnificent, forgotten land of revelry and revenge, wizardry and wartime. It is a tale in which maidens cavort with madmen, brother plots against brother, and the dead rise to walk in the night. Here a princess masquerades as an orphan boy; a knight of the mind prepares a poison for a treacherous ..."
"91764","9780851117676","My Books","",0,,,0,0,,,"The Gagging of God IVP UK",,,"Christian Theology,Christian Ministry & Pastoral Activity","D. A. Carson","","","","","","SPCK Publishing",576,"1996-01-01","hardcover",,,,,,,,,,
"2180683","9780567661579","My Books","",0,,,0,0,,,"The Shape of the Liturgy, New Edition",,"en","Church History,Christian Liturgy, Prayerbooks & Hymnals,Theology","Dom Gregory Dix","","","","","","Bloomsbury T&T Clark",816,"2015-03-26","paperback",,,,,,,"Parents",,"2018-12-25","A new edition of Gregory Dix's masterpiece, still essential reading for students and scholars and in print constantly for fifty years.

Dom Gregory Dix's classic account of the development of the Eucharist rite continues to be the definitive and authoritative work on the subject. He presents his massive scholarship in lively and non technical language for all who wish to understand their worship in terms of the framework from which it has evolved. He demonstrates the creative force of Christianity over the centuries through liturgy and the societies it has moulded. His great work has for nearly fifty years regularly been quoted for its devotional as well as its historical value, and has regularly attracted new readers.

In this book for the first time, critical studies in the learned periodicals of many countries have been carefully sifted and the results arranged to give a clear picture of the development of the Eucharistic rite."
